Token,Frequency,Year
"asset pricing,tim seri momentum,cross-asset predictability,slow-mov capital,intern financi market",1,2020
"interest rate swaps,financi regulation,centr clearing,over-the-count market,valu adjust",1,2020
"protectionism,corpor governance,merg and acquisitions,execut compensation,fre cash flow problem",1,2020
"bankruptcy,labor productivity,econom shocks,feedback effects,educ",1,2020
"carri trade,foreign exchang rates,predictability,trend following,trend",1,2020
"mutual fund,manager,compensation,incentives,competition,cooperation,cross-holding,performance,cross-subsidization,intern capit market",1,2020
"bank lending,quantit easing,mortgage-back secur",1,2020
"option returns,volatil seasonality,behavior finance,intraday data",1,2020
"liquidity,market microstructure,trading,high frequenc trad",1,2020
"stress tests,smal busi lending,financi crisi",1,2020
"stock price informativeness,tfp,firm effici",1,2020
"bailouts,bank regulation,too big to fail,too mani to fail,siz tax",1,2020
"common investors,indexing,institut ownership,manageri inc",1,2020
"credit default swaps,exchang rates,credit risk,sovereign debt,contagion",1,2020
"market manipulation,structur equiti products,equity-link securities,delta hedging,pre-trad hedging,pric impact",1,2020
earn announc,1,2020
capit structur,3,2020
entrepreneurship,3,2020
return predict,3,2020
monitor,2,2020
short sal,2,2020
arbitrag,2,2020
municip bond,2,2020
ventur capit,2,2020
asset pric,2,2020
credit r,2,2020
anomali,2,2020
risk premium,2,2020
"optim short- and long-termism,ag conflicts,multitask",1,2020
"merger and acquisitions,priv benefit of control,structur estim",1,2020
"blockholder,sharehold voting,corpor govern",1,2020
"ventur capital,entrepreneurship,inform asymmetry,new ventur competit",1,2020
"inform acquisition,inform flows,rivalry,investment,m&a",1,2020
"global currenc hedging,curr risk factors,curr returns,intern portfolio diversification,mean-vari optim",1,2020
"broker-dealers,treasuri noise,nonfinanci firms,real effect of secur intermedi",1,2020
"safe assets,priv money,repo,monetari policy,feder reserv",1,2020
"momentum spillovers,cross-asset momentum,cf momentum,link firms,analyst co-coverag",1,2020
"limit market participation,bank capit structure,capit regulation,investor return",1,2020
"local govern financ vehicles,municip corpor bonds,polit cycle,shadow bank in china,railroad finance,trust compani",1,2020
"liquidity,tick size,pilot program,pr efficiency,liquid spillov",1,2020
"corpor governance,hedg fund activism,activist settl",1,2020
"experi effects,learning,asset prices,portfolio choice,demograph",1,2020
"public information,new release,asymmetr information,liquid",1,2020
"off-bal sheet funding,voluntari support,signaling,limit liability,optim fund mod",1,2020
"initi public offering,ventur capital,innovation,start-up",1,2020
"dodd-frank act\,\otc derivatives\,\swaps\,\swap execut facility\,\request for quotes\,\auction\,\competition\,winner� curse,\relationship",1,2020
"intern asset pricing,recurs preferences,long-run risk,innovation,intern diffus",1,2020
"portfolio choice,dynam models,transact costs,stochast volatility,pric impact,risk-parity,mean-vari",1,2020
"control shareholders,execut compensation,related-parti transactions,sharehold voting,tunnel",1,2020
"speculation,lottery,earn announcements,skew",1,2020
"bayesian persuasion,experimentation,hold-up,inform design,relationship lending,secur design,ventur capit",1,2020
"credit spreads,polici uncertainty,regul",1,2020
"household finance,consum credit,creditor rights,contract enforcement,debt collection,law and financ",1,2020
"ethics,financi misconduct,financi regulation,fraud,invest advi",1,2020
"hedg funds,prim brokers,invest banks,inform trading,loan origin",1,2020
"relat perform evaluation,ceo compensation,ceo labor market",1,2020
"repo,specialness,centr bank asset purchases,short-selling,market liquid and credit risk",1,2020
contribut capit,1,2020
"right to work,collect bargaining,unions,wag growth,invest",1,2020
"corpor bonds,primari market allocations,underpricing,bookbuilding,trad relationship",1,2020
"terrorism,risk preference,risk aversion,viscer emotions,mutu fund flow",1,2020
"collateral,heterogen preferences,disagreement,asset prices,stationari equilibrium",1,2020
"trade costs,perform evaluation,mutu funds,market effici",1,2020
"return volatility,seos,analyst forecast dispersion,trade-bas heterogen in beliefs,short sel",1,2020
"collateral,secur debt,absolut prioriti rule,pledg",1,2020
"collateral,secur debt,pledg",1,2020
"governance,chief executive,board of directors,dynam contracting,bargaining,compensation,monitor",1,2020
"treasuri float rate notes,mark-to-market stability,asset price premia,conveni yield,money market fund",1,2020
"exchang rates,curr risk premium,busi cycles,long-run risk",1,2020
"financi crisis,lend of last resort,repo,collateral,d",1,2020
"secur regulation,foreign portfolio investment,regulatori bond",1,2020
"ross recovery,stochast discount factor,risk-neutr density,transit state prices,phys probabl",1,2020
"risk premium,capm,icapm,discount rates,hedg demand",1,2020
"equiti risk premium,risk-neutr moments,pref",1,2020
"board of directors,diversity,gender,women,minorities,chairman of the board,board committees,director compensation,pay gap,leadership gap,underrepresentation,committe chair",1,2020
"dividend policy,merg and acquisitions,clientel effect",1,2020
"endogen risk,factor betas,financi intermediaries,arbitrage,asset price anomali",1,2020
"liquidity,dealers,insurance,centr counterparti",1,2020
"tick size pilot,liquidity,inform risk,pric efficiency,new response,investor horizon,liquid risk,liquid premium,cost of capital,job act,sec",1,2020
"banking,monetari policy,monopolist competit",1,2020
"privat firm,mutu fund,ipo",1,2020
"inflation,time-vari inflat risk premium,infl hedging,individu stock returns,cross-sect asset-pricing,nominal-r covari",1,2020
"pension plans,fees,disclosure,mutu funds,sali",1,2020
"institut investors,proxi voting,ideology,spati model",1,2020
"health insurance,afford care act (aca),precautionari savings,strateg default,bankruptci",1,2020
"credit spread puzzle,structur models,tail risk",1,2020
"corruption,credit cards,credit,debt,household finance,government,bureaucrats,banking,polit connections,china",1,2020
"control shareholder,tunneling,preempt rights,right offer,equ issuanc",1,2020
"sharehold activism,corpor governance,merg and acquisitions,empir building,hedg fund",1,2020
"exchange-trad fund (etfs),liquidity,track errors,volatil",1,2020
"anchoring,cash,r effects,investment,behavior financ",1,2020
"local labor markets,corpor capit structure,search frictions,agglom",1,2020
"credit shocks,soci unrest",1,2020
"hedg funds,inform environment,market efficiency,inform acquisition,analyst coverag",1,2020
"central bank liquidity,monetari polici transmission,corpor deposits,financi crisis,lend of last resort,loans,r effect",1,2020
"invest advice,broker,counterfactual,default,retir plan,target date fund",1,2020
"quadratic-gaussian term structur models,infl risk premium,survey forecasts,hidden factor",1,2020
"polit access,firm value,govern contracts,regulatori relief",1,2020
"corpor bond mutual funds,liquid management,asset fire sal",1,2020
"dynam inform acquisition,strateg trading,observability,commit",1,2020
"perman normal trade relations,china-rel experience,board structure,advisori role,director labor market",1,2020
"cover interest rate parity,credit spread,debt issuance,foreign exchang rate hedging,limit of arbitrag",1,2020
"capit gain taxes,start-ups,tax capit",1,2020
"inform disclosure,voluntari disclosure,pric efficiency,liquidity,analyst",1,2020
"asset pricing,return predictability,seasonality,market efficiency,product market",1,2020
"conting convert capit securities,bail-in,bank fragil",1,2020
"fund tradeoffs,fund characteristics,portfolio liquidity,diversif",1,2020
"asset pricing,capm,risk-fre rate,day-night",1,2020
"financi intermediation,capit misallocation,volatility,crisis,limit enforc",1,2020
"capit requirement,bank regulation,bank loan supply,saf asset demand",1,2020
"disast experiences,risk perceptions,incomplet inform learning,sali theory,risk pref",1,2020
